34.0,16.0,1.4,1,"[0.8333333333333334, 0.8666666666666667, 0.84, 0.8533333333333334, 0.8333333333333334, 0.8266666666666667, 0.8466666666666667, 0.84, 0.8266666666666667, 0.8666666666666667, 0.8666666666666667, 0.84, 0.84, 0.86, 0.8466666666666667, 0.8333333333333334, 0.82, 0.82, 0.8333333333333334, 0.8466666666666667, 0.8466666666666667, 0.8266666666666667, 0.84, 0.8533333333333334, 0.8466666666666667, 0.82, 0.8133333333333334, 0.8, 0.8466666666666667, 0.84, 0.84, 0.84, 0.8133333333333334, 0.8066666666666666, 0.8266666666666667, 0.8466666666666667, 0.84, 0.8533333333333334, 0.82, 0.8266666666666667, 0.82, 0.8133333333333334, 0.8666666666666667, 0.8466666666666667, 0.8266666666666667, 0.84, 0.8466666666666667, 0.8133333333333334, 0.8333333333333334]"
34.0,16.0,1.4,2,"[0.8, 0.8, 0.7733333333333333, 0.74, 0.6933333333333334, 0.7533333333333333, 0.76, 0.8066666666666666, 0.6666666666666666, 0.8, 0.8066666666666666, 0.82, 0.7733333333333333, 0.72, 0.7933333333333333, 0.84, 0.82, 0.78, 0.86, 0.8266666666666667, 0.88, 0.7933333333333333, 0.7066666666666667, 0.8866666666666667, 0.7933333333333333, 0.74, 0.82, 0.84, 0.84, 0.9266666666666666, 0.8466666666666667, 0.8133333333333334, 0.8, 0.7866666666666666, 0.88, 0.78, 0.8066666666666666, 0.9733333333333334, 0.8133333333333334, 0.8666666666666667, 0.84, 0.8133333333333334, 0.7933333333333333, 0.84, 0.8266666666666667, 0.9, 0.7933333333333333, 0.8466666666666667, 0.84, 0.76]"
34.0,16.0,1.6,1,"[0.84, 0.84, 0.8733333333333333, 0.8466666666666667, 0.8466666666666667, 0.8333333333333334, 0.84, 0.8666666666666667, 0.86, 0.86, 0.8266666666666667, 0.8466666666666667, 0.8533333333333334, 0.86, 0.8733333333333333, 0.86, 0.8133333333333334, 0.8333333333333334, 0.8666666666666667, 0.84, 0.8466666666666667, 0.88, 0.88, 0.8466666666666667, 0.86, 0.8266666666666667, 0.8666666666666667, 0.8666666666666667, 0.8333333333333334, 0.8466666666666667, 0.8533333333333334, 0.82, 0.8533333333333334, 0.8533333333333334, 0.8666666666666667, 0.8466666666666667, 0.8466666666666667, 0.8333333333333334, 0.8533333333333334, 0.8466666666666667, 0.8533333333333334, 0.86, 0.86, 0.84, 0.82, 0.8533333333333334, 0.8333333333333334, 0.8333333333333334, 0.8333333333333334, 0.8666666666666667]"
34.0,16.0,1.6,2,"[0.7666666666666667, 0.7666666666666667, 0.76, 0.84, 0.68, 0.8333333333333334, 0.7866666666666666, 0.84, 0.84, 0.7933333333333333, 0.7666666666666667, 0.7666666666666667, 0.7, 0.82, 0.8733333333333333, 0.8333333333333334, 0.74, 0.82, 0.8466666666666667, 0.8466666666666667, 0.84, 0.7666666666666667, 0.7066666666666667, 0.7333333333333333, 0.78, 0.84, 0.7533333333333333, 0.8466666666666667, 0.8666666666666667, 0.7733333333333333, 0.86, 0.8133333333333334, 0.8266666666666667, 0.94, 0.7333333333333333, 0.8666666666666667, 0.7333333333333333, 0.8333333333333334, 0.72, 0.8466666666666667, 0.9066666666666666, 0.8466666666666667, 0.8066666666666666, 0.7866666666666666, 0.7933333333333333, 0.82, 0.74, 0.8133333333333334, 0.7666666666666667, 0.7733333333333333]"
34.0,16.0,1.8,1,"[0.8466666666666667, 0.8466666666666667, 0.8466666666666667, 0.82, 0.86, 0.86, 0.86, 0.8266666666666667, 0.86, 0.8333333333333334, 0.8666666666666667, 0.84, 0.88, 0.8533333333333334, 0.86, 0.8733333333333333, 0.8733333333333333, 0.8466666666666667, 0.8466666666666667, 0.86, 0.8733333333333333, 0.82, 0.8666666666666667, 0.8533333333333334, 0.84, 0.8466666666666667, 0.8466666666666667, 0.8266666666666667, 0.84, 0.8533333333333334, 0.8266666666666667, 0.82, 0.8333333333333334, 0.88, 0.84, 0.84, 0.8466666666666667, 0.86, 0.8333333333333334, 0.8266666666666667, 0.82, 0.8333333333333334, 0.8266666666666667, 0.8533333333333334, 0.84, 0.8466666666666667, 0.8466666666666667, 0.8333333333333334, 0.8666666666666667, 0.86]"
34.0,16.0,1.8,2,"[0.72, 0.86, 0.72, 0.7333333333333333, 0.7933333333333333, 0.8733333333333333, 0.7666666666666667, 0.84, 0.84, 0.7933333333333333, 0.64, 0.7466666666666667, 0.8466666666666667, 0.7933333333333333, 0.78, 0.78, 0.7933333333333333, 0.64, 0.8666666666666667, 0.7533333333333333, 0.9066666666666666, 0.8333333333333334, 0.7933333333333333, 0.98, 0.8266666666666667, 0.7933333333333333, 0.8266666666666667, 0.7733333333333333, 0.8733333333333333, 0.7333333333333333, 0.7133333333333334, 0.8733333333333333, 0.72, 0.7466666666666667, 0.8, 0.8, 0.8533333333333334, 0.88, 0.7866666666666666, 0.88, 0.8533333333333334, 0.74, 0.78, 0.8, 0.7866666666666666, 0.9133333333333333, 0.84, 0.7533333333333333, 0.7933333333333333, 0.6933333333333334]"
34.0,16.0,2.0,1,"[0.8133333333333334, 0.88, 0.86, 0.8066666666666666, 0.8933333333333333, 0.8533333333333334, 0.8333333333333334, 0.8466666666666667, 0.8133333333333334, 0.8066666666666666, 0.8533333333333334, 0.8533333333333334, 0.86, 0.8333333333333334, 0.8, 0.84, 0.8333333333333334, 0.88, 0.8466666666666667, 0.84, 0.8533333333333334, 0.8533333333333334, 0.8333333333333334, 0.84, 0.84, 0.86, 0.8866666666666667, 0.8733333333333333, 0.8133333333333334, 0.86, 0.86, 0.88, 0.86, 0.84, 0.86, 0.8866666666666667, 0.8466666666666667, 0.86, 0.84, 0.8733333333333333, 0.8466666666666667, 0.8466666666666667, 0.8533333333333334, 0.8533333333333334, 0.8266666666666667, 0.86, 0.8866666666666667, 0.86, 0.8666666666666667, 0.8266666666666667]"
34.0,16.0,2.0,2,"[0.7933333333333333, 0.8533333333333334, 0.7866666666666666, 0.8533333333333334, 0.7, 0.8133333333333334, 0.7866666666666666, 0.7533333333333333, 0.8866666666666667, 0.78, 0.8, 0.8933333333333333, 0.8066666666666666, 0.7533333333333333, 0.7733333333333333, 0.7666666666666667, 0.6866666666666666, 0.8933333333333333, 0.8666666666666667, 0.74, 0.76, 0.8066666666666666, 0.78, 0.7266666666666667, 0.82, 0.8066666666666666, 0.8466666666666667, 0.88, 0.86, 0.8266666666666667, 0.7933333333333333, 0.82, 0.82, 0.8466666666666667, 0.7866666666666666, 0.6066666666666667, 0.7866666666666666, 0.8533333333333334, 0.8, 0.7666666666666667, 0.8066666666666666, 0.7933333333333333, 0.8933333333333333, 0.6733333333333333, 0.76, 0.8466666666666667, 0.7866666666666666, 0.82, 0.8466666666666667, 0.9266666666666666]"
34.0,18.0,1.4,1,"[0.8533333333333334, 0.82, 0.8466666666666667, 0.88, 0.8333333333333334, 0.9, 0.88, 0.8466666666666667, 0.8466666666666667, 0.8666666666666667, 0.84, 0.8933333333333333, 0.8466666666666667, 0.86, 0.88, 0.8866666666666667, 0.8733333333333333, 0.88, 0.8666666666666667, 0.8666666666666667, 0.8666666666666667, 0.84, 0.8866666666666667, 0.88, 0.8866666666666667, 0.86, 0.8666666666666667, 0.88, 0.86, 0.8866666666666667, 0.8666666666666667]"
34.0,18.0,1.4,2,"[0.74, 0.7933333333333333, 0.9266666666666666, 0.7733333333333333, 0.6866666666666666, 0.8666666666666667, 0.8466666666666667, 0.8066666666666666, 0.8066666666666666, 0.8533333333333334, 0.7866666666666666, 0.7333333333333333, 0.88, 0.7333333333333333, 0.7866666666666666, 0.8933333333333333, 0.7933333333333333, 0.7466666666666667, 0.8466666666666667, 0.78, 0.8866666666666667, 0.76, 0.7333333333333333, 0.7866666666666666, 0.8466666666666667, 0.7866666666666666, 0.84, 0.7533333333333333, 0.8933333333333333, 0.8466666666666667, 0.84, 0.7733333333333333, 0.8733333333333333, 0.66, 0.78, 0.8, 0.8133333333333334, 0.8266666666666667, 0.8333333333333334, 0.76, 0.8, 0.8133333333333334, 0.7933333333333333, 0.8266666666666667, 0.8066666666666666, 0.8266666666666667, 0.7866666666666666, 0.7266666666666667, 0.8266666666666667, 0.8133333333333334]"
34.0,18.0,1.6,1,"[0.8666666666666667, 0.92, 0.8666666666666667, 0.9066666666666666, 0.8866666666666667, 0.8666666666666667, 0.8933333333333333, 0.8666666666666667, 0.8733333333333333, 0.88, 0.8733333333333333, 0.88, 0.8666666666666667, 0.86, 0.8733333333333333, 0.8866666666666667, 0.8733333333333333, 0.88, 0.88, 0.88, 0.9066666666666666, 0.8866666666666667, 0.8533333333333334, 0.8866666666666667, 0.88, 0.9066666666666666, 0.8666666666666667, 0.84, 0.88, 0.84, 0.8733333333333333, 0.8933333333333333, 0.8866666666666667, 0.84, 0.8666666666666667, 0.84, 0.8666666666666667, 0.8733333333333333, 0.8733333333333333, 0.8533333333333334, 0.8666666666666667, 0.8733333333333333, 0.84, 0.88, 0.8466666666666667, 0.9, 0.9, 0.8333333333333334, 0.8866666666666667, 0.9]"
34.0,18.0,1.6,2,"[0.8533333333333334, 0.7933333333333333, 0.74, 0.9, 0.8333333333333334, 0.8666666666666667, 0.78, 0.8133333333333334, 0.7933333333333333, 0.7533333333333333, 0.84, 0.88, 0.8466666666666667, 0.8266666666666667, 0.88, 0.84, 0.82, 0.6733333333333333, 0.78, 0.7866666666666666, 0.7666666666666667, 0.78, 0.9533333333333334, 0.7533333333333333, 0.8, 0.9066666666666666, 0.74, 0.8133333333333334, 0.82, 0.84, 0.7933333333333333, 0.8733333333333333, 0.7533333333333333, 0.78, 0.8066666666666666, 0.8533333333333334, 0.8266666666666667, 0.8133333333333334, 0.8933333333333333, 0.82, 0.74, 0.88, 0.8933333333333333, 0.7933333333333333, 0.8533333333333334, 0.8333333333333334, 0.7933333333333333, 0.66, 0.8133333333333334, 0.8333333333333334]"
34.0,18.0,1.8,1,"[0.86, 0.88, 0.8666666666666667, 0.8733333333333333, 0.88, 0.8733333333333333, 0.9133333333333333, 0.92, 0.8533333333333334, 0.9066666666666666, 0.8733333333333333, 0.8933333333333333, 0.8866666666666667, 0.8733333333333333, 0.8933333333333333, 0.9066666666666666, 0.8933333333333333, 0.86, 0.8933333333333333, 0.8933333333333333, 0.8733333333333333, 0.8866666666666667, 0.8866666666666667, 0.8733333333333333, 0.8466666666666667, 0.8533333333333334, 0.8933333333333333, 0.8666666666666667, 0.8733333333333333, 0.8533333333333334, 0.8333333333333334, 0.8733333333333333, 0.8466666666666667, 0.8666666666666667, 0.9, 0.8733333333333333, 0.8666666666666667, 0.8666666666666667, 0.8666666666666667, 0.9133333333333333, 0.86, 0.8733333333333333, 0.8266666666666667, 0.88, 0.8866666666666667, 0.86, 0.8666666666666667, 0.8866666666666667, 0.8933333333333333, 0.8866666666666667]"
34.0,18.0,1.8,2,"[0.8533333333333334, 0.9066666666666666, 0.8333333333333334, 0.8933333333333333, 0.8666666666666667, 0.82, 0.8266666666666667, 0.7866666666666666, 0.8, 0.8, 0.8466666666666667, 0.9733333333333334, 0.8266666666666667, 0.86, 0.7533333333333333, 0.8, 0.8533333333333334, 0.7533333333333333, 0.7266666666666667, 0.7466666666666667, 0.8866666666666667, 0.76, 0.9133333333333333, 0.92, 0.9533333333333334, 0.8333333333333334, 0.88, 0.8066666666666666, 0.7666666666666667, 0.8, 0.7666666666666667, 0.8066666666666666, 0.7733333333333333, 0.6933333333333334, 0.8333333333333334, 0.8733333333333333, 0.7866666666666666, 0.76, 0.7, 0.7666666666666667, 0.7, 0.8533333333333334, 0.7866666666666666, 0.86, 0.7733333333333333, 0.9333333333333333, 0.68, 0.8133333333333334, 0.7866666666666666, 0.86]"
34.0,18.0,2.0,1,"[0.88, 0.8466666666666667, 0.8866666666666667, 0.9066666666666666, 0.8866666666666667, 0.8733333333333333, 0.86, 0.8333333333333334, 0.9, 0.8933333333333333, 0.8733333333333333, 0.84, 0.8666666666666667, 0.9266666666666666, 0.8866666666666667, 0.8666666666666667, 0.9, 0.8733333333333333, 0.8733333333333333, 0.9, 0.8666666666666667, 0.8933333333333333, 0.86, 0.8466666666666667, 0.8666666666666667, 0.9, 0.8933333333333333, 0.9, 0.82, 0.8733333333333333, 0.9066666666666666, 0.8466666666666667, 0.8533333333333334, 0.88, 0.8866666666666667, 0.8533333333333334, 0.8866666666666667, 0.8733333333333333, 0.9066666666666666, 0.8866666666666667, 0.88, 0.8666666666666667, 0.9, 0.92, 0.8666666666666667, 0.8733333333333333, 0.86, 0.88, 0.88, 0.8466666666666667]"
34.0,18.0,2.0,2,"[0.78, 0.7266666666666667, 0.8333333333333334, 0.8266666666666667, 0.7266666666666667, 0.9533333333333334, 0.7666666666666667, 0.9, 0.9, 0.8266666666666667, 0.8866666666666667, 0.7533333333333333, 0.76, 0.9533333333333334, 0.9333333333333333, 0.8266666666666667, 0.8, 0.94, 0.7866666666666666, 0.8666666666666667, 0.88, 0.8133333333333334, 0.84, 0.8466666666666667, 0.7, 0.9466666666666667, 0.8733333333333333, 0.8533333333333334, 0.7866666666666666, 0.76, 0.8533333333333334, 0.9, 0.64, 0.82, 0.86, 0.7866666666666666, 0.8333333333333334, 0.8666666666666667, 0.7533333333333333, 0.8, 0.8066666666666666, 0.8666666666666667, 0.8466666666666667, 0.86, 0.84, 0.78, 0.7533333333333333, 0.7466666666666667, 0.8333333333333334, 0.6733333333333333]"
34.0,22.0,1.4,1,"[0.94, 0.8866666666666667, 0.9333333333333333, 0.9866666666666667, 0.9066666666666666, 1.0, 0.8866666666666667, 0.8666666666666667, 0.8266666666666667, 0.82, 0.92, 0.94, 0.8666666666666667, 0.9533333333333334, 0.8666666666666667, 0.94, 0.9266666666666666, 0.9133333333333333, 0.9266666666666666, 0.9333333333333333, 0.9066666666666666, 0.84, 0.9066666666666666, 0.8866666666666667, 0.9133333333333333, 0.9466666666666667, 0.9133333333333333, 0.9666666666666667, 0.82, 0.94, 0.9133333333333333, 0.96, 0.9066666666666666, 0.9666666666666667, 0.88]"
34.0,22.0,1.4,2,"[0.8933333333333333, 0.8866666666666667, 0.7333333333333333, 0.8133333333333334, 0.92, 0.8533333333333334, 0.74, 0.8333333333333334, 0.78, 0.8133333333333334, 0.7266666666666667, 0.8866666666666667, 0.8533333333333334, 0.8066666666666666, 0.6533333333333333, 0.8533333333333334, 0.7666666666666667, 0.6933333333333334, 0.66, 0.7666666666666667, 0.68, 0.96, 0.6666666666666666, 0.8133333333333334, 0.7, 0.82, 0.7266666666666667, 0.6866666666666666, 0.7066666666666667, 0.86, 0.86, 0.84, 0.7733333333333333, 0.9133333333333333, 0.9, 0.8133333333333334, 0.8666666666666667, 0.96, 0.8533333333333334, 0.8733333333333333, 0.8333333333333334, 0.82, 0.8533333333333334, 0.8333333333333334, 0.7266666666666667, 0.9533333333333334, 0.64, 0.64, 0.8, 0.82]"
34.0,22.0,1.6,1,"[0.9533333333333334, 0.9733333333333334, 0.9466666666666667, 0.9133333333333333, 0.9266666666666666, 0.92, 0.88, 0.8066666666666666, 0.9133333333333333, 0.86, 0.94, 0.9, 0.94, 0.92, 0.9066666666666666, 0.8666666666666667, 0.8666666666666667, 0.9533333333333334, 0.94, 0.8333333333333334, 0.92, 0.8733333333333333, 0.92, 0.9533333333333334, 0.9066666666666666, 0.92, 0.9, 0.92, 0.9066666666666666, 0.8266666666666667, 0.96, 0.9066666666666666, 0.92, 0.8933333333333333, 0.94, 0.9333333333333333, 0.8733333333333333, 0.92, 0.9066666666666666, 0.9133333333333333, 0.92, 0.96, 0.92, 0.9066666666666666, 0.9533333333333334, 0.9733333333333334, 0.94, 0.9066666666666666, 0.9733333333333334, 0.92]"
34.0,22.0,1.6,2,"[1.0333333333333334, 0.92, 0.8933333333333333, 0.9066666666666666, 0.8933333333333333, 0.7, 0.8, 0.86, 0.8733333333333333, 0.74, 0.9933333333333333, 0.8266666666666667, 0.9933333333333333, 1.0, 0.7266666666666667, 0.7466666666666667, 0.9533333333333334, 0.78, 0.7466666666666667, 0.92, 0.72, 0.8933333333333333, 0.7933333333333333, 0.7533333333333333, 0.8, 0.7666666666666667, 0.76, 0.9333333333333333, 0.8866666666666667, 1.0066666666666666, 0.8, 0.8533333333333334, 0.82, 0.8866666666666667, 0.8066666666666666, 0.9466666666666667, 0.7866666666666666, 0.8466666666666667, 0.92, 0.8533333333333334, 0.86, 0.9666666666666667, 1.0133333333333334, 0.8666666666666667, 0.78, 0.9, 0.8933333333333333, 0.92, 0.9466666666666667, 0.94]"
34.0,22.0,1.8,1,"[0.9066666666666666, 0.9466666666666667, 0.9266666666666666, 0.96, 0.9066666666666666, 0.88, 0.8266666666666667, 0.9066666666666666, 0.9533333333333334, 0.9333333333333333, 0.9133333333333333, 0.9133333333333333, 0.8466666666666667, 0.8733333333333333, 0.9466666666666667, 0.8666666666666667, 0.9133333333333333, 0.9333333333333333, 0.9133333333333333, 0.94, 0.88, 0.8333333333333334, 0.8666666666666667, 0.9533333333333334, 0.8866666666666667, 0.9266666666666666, 0.88, 0.8666666666666667, 0.96, 0.9066666666666666, 0.94, 0.9133333333333333, 0.92, 0.8533333333333334, 0.8866666666666667, 0.9666666666666667, 0.9333333333333333, 0.9266666666666666, 0.9066666666666666, 0.9466666666666667, 0.9533333333333334, 0.92, 0.8933333333333333, 0.9133333333333333, 0.9066666666666666, 0.8733333333333333, 0.92, 0.9066666666666666, 0.9133333333333333, 0.9]"
34.0,22.0,1.8,2,"[0.8933333333333333, 0.9266666666666666, 0.8866666666666667, 0.8333333333333334, 0.9666666666666667, 0.7, 0.86, 0.86, 0.8466666666666667, 0.78, 0.9133333333333333, 0.92, 0.9066666666666666, 0.7533333333333333, 0.9466666666666667, 0.8866666666666667, 0.9733333333333334, 0.8933333333333333, 0.8666666666666667, 0.82, 0.7333333333333333, 0.7266666666666667, 0.8466666666666667, 0.7466666666666667, 0.84, 0.7133333333333334, 0.9533333333333334, 0.86, 0.8533333333333334, 0.6866666666666666, 0.78, 0.8466666666666667, 0.9066666666666666, 0.8866666666666667, 0.8333333333333334, 0.94, 0.8, 0.8933333333333333, 0.9333333333333333, 0.7733333333333333, 0.7466666666666667, 0.9066666666666666, 0.7933333333333333, 0.8066666666666666, 0.8, 1.0466666666666666, 0.68, 0.8466666666666667, 0.9333333333333333, 0.92]"
34.0,22.0,2.0,1,"[0.94, 0.9333333333333333, 0.9466666666666667, 0.9733333333333334, 0.9066666666666666, 0.8533333333333334, 0.9466666666666667, 0.9533333333333334, 0.94, 0.9533333333333334, 0.8933333333333333, 0.94, 0.8533333333333334, 0.9466666666666667, 0.96, 0.84, 0.8266666666666667, 0.92, 0.8866666666666667, 0.94, 0.8533333333333334, 0.9266666666666666, 0.9533333333333334, 0.9266666666666666, 0.9266666666666666, 0.9066666666666666, 0.8733333333333333, 0.8866666666666667, 0.92, 0.92, 0.9466666666666667, 0.86, 0.9466666666666667, 0.9, 0.94, 0.94, 0.92, 0.92, 0.9333333333333333, 0.9266666666666666, 0.9, 0.8866666666666667, 0.8266666666666667, 0.9266666666666666, 0.9666666666666667, 0.94, 0.9533333333333334, 0.9666666666666667, 0.8466666666666667, 0.9266666666666666]"
34.0,22.0,2.0,2,"[0.8266666666666667, 0.9533333333333334, 0.8333333333333334, 0.8733333333333333, 0.7933333333333333, 0.9266666666666666, 0.7866666666666666, 0.9266666666666666, 0.78, 0.7733333333333333, 0.8666666666666667, 0.72, 0.9666666666666667, 0.8333333333333334, 0.72, 0.8533333333333334, 0.8933333333333333, 0.8466666666666667, 0.7533333333333333, 0.7533333333333333, 0.8866666666666667, 0.8933333333333333, 0.92, 0.78, 0.9066666666666666, 0.7666666666666667, 0.8266666666666667, 0.7733333333333333, 0.92, 0.8666666666666667, 0.9266666666666666, 0.7933333333333333, 0.8333333333333334, 0.8266666666666667, 0.9466666666666667, 0.92, 0.9, 0.82, 0.9333333333333333, 0.98, 0.9066666666666666, 0.9333333333333333, 0.8066666666666666, 0.9266666666666666, 0.8133333333333334, 0.8, 0.8666666666666667, 0.9733333333333334, 0.8533333333333334, 0.8133333333333334]"
34.0,24.0,1.4,1,"[1.0266666666666666, 0.7733333333333333, 0.84, 0.8866666666666667, 1.0, 1.0066666666666666, 1.0066666666666666, 0.8, 0.7866666666666666, 0.78, 1.0733333333333333, 0.8133333333333334, 0.7866666666666666, 0.86, 0.9, 0.7866666666666666, 0.7466666666666667, 0.94, 1.0066666666666666, 0.8266666666666667, 0.9933333333333333]"
